augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
SR,499,?? ? ? ???,?? ???? ????.
SR,500,?? ? ? ???,???? ???? ????.
SR,501,?? ? ?? ? ? ?? ????,???? ??? ??? ?????.
SR,502,?? ? ?? ? ? ?? ????,??? ??? ??? ?????.
SR,503,?? ? ?? ? ? ?? ????,????? ??? ??? ?????.
SR,504,?? ? ?? ? ? ?? ????,?? ??? ??? ?????.
SR,505,?? ? ?? ? ? ?? ????,???? ??? ??? ?????.
SR,506,?? ? ???,???? ?? ????.
SR,507,?? ? ???,????? ?? ????.
SR,508,?? ? ???,??? ?? ????.
SR,509,?? ? ???,?? ?? ????.
SR,510,?? ? ???,???? ?? ????.
SR,511,?? ??? ???,???? ???? ????.
SR,512,?? ??? ???,??? ???? ????.
SR,513,?? ??? ???,????? ???? ????.
SR,514,?? ??? ???,?? ???? ????.
SR,515,?? ??? ???,???? ???? ????.
SR,516,?? ?? ??,???? ?? ???? ????.
SR,517,?? ?? ??,????? ?? ???? ????.
SR,518,?? ?? ??,??? ?? ???? ????.
SR,519,?? ?? ??,?? ?? ???? ????.
SR,520,?? ?? ??,???? ?? ???? ????.
SR,521,?? ?? ? ??,???? ???? ??????.
SR,522,?? ?? ? ??,????? ???? ??????.
SR,523,?? ?? ? ??,?? ???? ??????.
SR,524,?? ?? ? ??,???? ???? ??????.
SR,525,?? ?? ???,???? ??? ??? ?????.
SR,526,?? ?? ???,????? ??? ??? ?????.
SR,527,?? ?? ???,?? ??? ??? ?????.
SR,528,?? ?? ???,???? ??? ??? ?????.
SR,529,?? ?? ???,??? ??? ?? ?????.
SR,530,?? ?? ???,??? ??? ??? ?????.
SR,531,?? ?????,???? ???????.
SR,532,?? ?? ?????,???? ???????.
SR,533,?? ??,???? ???????.
SR,534,?? ?? ??,???? ???????.
SR,535,?? ?? ??,???? ???????.
SR,536,?? ???? ??,???? ???????.
SR,537,?? ????? ??,???? ???????.
SR,538,?? ?? ?????,???? ???????.
SR,539,?? ?????,????? ???????.
SR,540,?? ?? ?????,????? ???????.
SR,541,?? ??,????? ???????.
SR,542,?? ?? ??,????? ???????.
SR,543,?? ?? ??,????? ???????.
SR,544,?? ???? ??,????? ???????.
SR,545,?? ????? ??,????? ???????.
SR,546,?? ?? ?????,????? ???????.
SR,547,?? ?????,?? ???????.
SR,548,?? ?? ?????,?? ???????.
SR,549,?? ??,?? ???????.
SR,550,?? ?? ??,?? ???????.
SR,551,?? ?? ??,?? ???????.
SR,552,?? ???? ??,?? ???????.
SR,553,?? ????? ??,?? ???????.
SR,554,?? ?? ?????,?? ???????.
SR,555,?? ?????,???? ???????.
SR,556,?? ?? ?????,???? ???????.
SR,557,?? ??,???? ???????.
SR,558,?? ?? ??,???? ???????.
SR,559,?? ?? ??,???? ???????.
SR,560,?? ???? ??,???? ???????.
SR,561,?? ????? ??,???? ???????.
SR,562,?? ?? ?????,???? ???????.
SR,563,?? ?? ?? ????,???? ???????. ?????.
SR,564,?? ?? ?? ????,????? ???????. ?????.
SR,565,?? ?? ?? ????,?? ???????. ?????.
SR,566,?? ?? ?? ????,???? ???????. ?????.
SR,567,?? ?? ?? ???? ??,???? ???????. ???? ? ?????
SR,568,?? ?? ?? ???? ??,????? ???????. ???? ? ?????
SR,569,?? ?? ?? ???? ??,?? ???????. ???? ? ?????
SR,570,?? ?? ?? ???? ??,???? ???????. ???? ? ?????
SR,571,?? ?????,???? ????????
SR,572,?? ?? ?????,???? ????????
SR,573,?? ??,???? ????????
SR,574,?? ?? ??,???? ????????
SR,575,?? ?? ??,???? ????????
SR,576,?? ???? ??,???? ????????
SR,577,?? ????? ??,???? ????????
SR,578,?? ?? ?????,???? ????????
SR,579,?? ?????,????? ????????
SR,580,?? ?? ?????,????? ????????
SR,581,?? ??,????? ????????
SR,582,?? ?? ??,????? ????????
SR,583,?? ?? ??,????? ????????
SR,584,?? ???? ??,????? ????????
SR,585,?? ????? ??,????? ????????
SR,586,?? ?? ?????,????? ????????
SR,587,?? ?????,?? ????????
SR,588,?? ?? ?????,?? ????????
SR,589,?? ??,?? ????????
SR,590,?? ?? ??,?? ????????
SR,591,?? ?? ??,?? ????????
SR,592,?? ???? ??,?? ????????
SR,593,?? ????? ??,?? ????????
SR,594,?? ?? ?????,?? ????????
SR,595,?? ??,?? ?? ? ????
SR,596,?? ??,?? ?? ? ????.
SR,597,??? ??,??? ?? ???? ????.
SR,598,??? ??,??? ?? ???? ????.
SR,599,??? ?? ??,??? ?? ???? ????.
SR,600,??? ?? ?,??? ?? ???? ????.
SR,601,??? ? ?,??? ?? ???? ????.
SR,602,??? ? ??,??? ?? ???? ????.
SR,603,??? ? ??,??? ?? ???? ????.
SR,604,?? ??? ??,??? ?? ???? ????.
SR,605,??? ? ??,??? ?? ???? ????.
SR,606,??? ??,??? ?? ???? ??????
SR,607,??? ?? ??,??? ?? ???? ??????
SR,608,??? ?? ?,??? ?? ???? ??????
SR,609,??? ? ?,??? ?? ???? ??????
SR,610,??? ? ??,??? ?? ???? ??????
SR,611,??? ? ??,??? ?? ???? ??????
SR,612,?? ?? ? ???,???? ??? ??. ??? ?? ?? ? ???.
SR,613,?? ?? ??,?? ??? ???? ?????.
SR,614,?? ????,?? ??? ????? ????.
SR,615,?? ????,?? ?? ????? ????.
SR,616,?? ?? ? ? ?? ???,?? ?? ????? ?? ?? ??? ???.
SR,617,?? ?? ? ? ?? ???,?? ??? ???? ?? ?? ??? ???.
SR,618,?? ?? ? ? ?? ???,?? ??? ????? ??? ?? ??? ???.
SR,619,?? ? ???,?? ??? ??/??? ???? ???.
SR,620,?? ?? ??? ????,?? ??? ??? ????.
SR,621,?? ?? ??? ????,?? ?? ??? ????.
SR,622,?? ?? ?????,?? ??? ??? ????.
SR,623,?? ?? ?????,?? ?? ??? ????.
SR,624,?? ?? ?,?? ??? ??? ???? ???.
SR,625,?? ?? ?,?? ?? ??? ???? ???.
SR,626,?? ? ???,?? ??? ?? ???? ??.
SR,627,?? ????,?? ?? ????? ??? ???.
SR,628,?? ? ?? ???,?? ??? ?? ???? ???.
SR,629,?? ? ?? ? ???,?? ??? ?? ??? ?? ?? ??? ???.
SR,630,?? ? ?? ? ???,?? ?? ?? ??? ?? ?? ??? ???.
SR,631,?? ? ?? ? ???,?? ??? ?? ??? ??? ?? ??? ???.
SR,632,?? ??,?? ???? ??????.
SR,633,?? ??? ?? ??? ??,??? ??? ???? ??? ??
SR,634,?? ?? 47 ?? ??,??? ?? ??? ??? ????
SR,635,?? ?? 47 ?? ??,??? ?? ??? ??? ????
SR,636,?? ?? 47 ?? ??,??? ?? ??? ??? ????
SR,637,?? -?? ?? ?? ???,????? ??? ?? ??
SR,638,?? ?? ?? 4,??? ? ?? ???
SR,639,?? ?? ? ?? ? ??,??? ??? ???
SR,640,?? ?? ? ?? ? ??,??? ??? ???
SR,641,?? ?? ??,??? ???? ???
SR,642,?? ?? ??,??? ??? ???
SR,643,?? ??? ??? ?? ??,??? ????? ??? ???
SR,644,?? ?? ??,??? ???  ? ? ????
SR,645,?? ?? ??,??? ???  ? ? ????.
SR,646,??? ? ??? ??,?? ??? ???? ????
SR,647,??? ? ??? ??,?? ?? ????? ????
SR,648,??? ? ??? ??,?? ?? ????? ????
SR,649,??? ? ??? ??,?? ??? ???? ????.
SR,650,??? ? ??? ??,?? ?? ????? ????.
SR,651,??? ? ??? ??,?? ?? ????? ????.
SR,652,??? ? ?? ??,?? ??? ???? ????
SR,653,??? ? ?? ??,?? ??? ???? ????.
SR,654,??? ? ?? ??,?? ??? ???? ????.
SR,655,??? ? ??? ??,?? ??? ???? ????
SR,656,??? ? ??? ??,?? ??? ???? ????.
SR,657,?? ???,??? ???
SR,658,?? ?? ??,??? ?? ??????.
SR,659,?? ?? ??,??? ?? ??????.
SR,660,?? ? ?? ??,??? ?? ??? ??
SR,661,?? ? ?? ??,??? ?? ??? ??
SR,662,?? ? ?? ??,??? ??? ??? ??
SR,663,?? ? ??? ?? ??,??? ???? ??? ???? ???
SR,664,?? ?? ???? ? ??,????? ??? ??
SR,665,??? ?? ? ? ???,??? ??? ?? ?? ? ???
SR,666,? ??? ??? ??,??? ?? ???? ???
SR,667,? ??? ??? ??,??? ?? ???? ???
SR,668,? ?? ?? ???,??? ?? ?? ?? ? ??
SR,669,? ?? ?? ???,??? ?? ?? ?? ? ??
SR,670,??,?????
SR,671,??,?????.
SR,672,?? ? ???? ??,?? ??? ???? ??
SR,673,?? ? ???? ??,?? ??? ???? ??
SR,674,?? ?? ?? ??,?? ?? ??? ?????
SR,675,?? ?? ?? ??,?? ?? ??? ?????
SR,676,?? ?? ?? ??,??? ?? ??? ?????
SR,677,?? ?? ?? ??,??? ?? ??? ?????
SR,678,?? ?? ?? ?? ?? ??,?? ??? ?? ?? ??? ??
SR,679,?? ?? ?? ?? ?? ??,??? ??? ?? ?? ??? ??
SR,680,??? ?? ??,??? ??? ???????.
SR,681,??? ?? ??,??? ??? ???????.
SR,682,??? ?? ??,??? ??? ???????.
SR,683,??? ?? ??? ???,?? ??? ???? ??? ????
SR,684,??? ?? ??? ???,?? ??? ???? ??? ????
SR,685,?? ??? ?? ??,???? ??? ??? ????.
SR,686,??  ???  ??  ??  ?,?? ???? ?? ??? ? Kg????
SR,687,??  ???  ??  ??  ?,?? ???? ?? ??? ? Kg????
SR,688,??  ???  ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
SR,689,??  ???  ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
SR,690,?? ? ?? ???,?? ??? ???????
SR,691,?? ? ?? ????,?? ??? ???????
SR,692,?? ? ??,?? ??? ???????
SR,693,?? ? ?? ?? ???,?? ??? ???????
SR,694,?? ? ?? ?? ????,?? ??? ???????
SR,695,?? ? ?? ??,?? ??? ???????
SR,696,?? ? ?? ???,?? ??? ?????.
SR,697,?? ? ?? ????,?? ??? ?????.
SR,698,?? ? ??,?? ??? ?????.
SR,699,?? ? ?? ?? ???,?? ??? ?????.
SR,700,?? ? ?? ?? ????,?? ??? ?????.
SR,701,?? ? ?? ??,?? ??? ?????.
SR,702,?? ?? ??,??? ?? ??
SR,703,?? ?? ??,??? ?? ??
SR,704,? ?? ?? ???,? ?? ??? ??? ??? ????
SR,705,? ?? ?? ???,? ??? ??? ?????
SR,706,? ?? ?? ???,? ??? ??? ?????
SR,707,? ?? ?? ???,? ??? ??? ?????
SR,708,?? ? ??? ???,?? ?? ??? ???
SR,709,?? ? ???,?? ? ??
SR,710,?? ? ???,?? ?? ??
SR,711,?? ? ? ??,?? ??? ?? ?? ???
SR,712,?? ? ? ??,?? ??? ?? ?? ???
SR,713,?? ? ? ??,?? ??? ?? ?? ???
SR,714,?? ? ????,??? ??? ?? ????
SR,715,? ?? ???,???? ?? ??? ???
SR,716,?? ?? ??,????? ????
SR,717,? ? ? ??,??? ??? ?? ??
SR,718,? ? ? ??,??? ??? ?? ??
SR,719,? ? ? ??,??? ??? ?? ??
SR,720,? ?? ???,??? ??? ??? ???
SR,721,? ? ?? ???,??? ?? ??? ?? ??
SR,722,? ? ?? ???,??? ?? ??? ?? ??
SR,723,? ? ?? ???,??? ?? ??? ?? ??
SR,724,? ?? ???,??? ?? ???
SR,725,? ?? ???,??? ?? ???
SR,726,? ?? ???,??? ?? ???
SR,727,? ? ?? ?? ??? ???,??? ??? ?? ???
SR,728,? ???,??? ????
SR,729,??? ????? ??,???? ???? ????.
SR,730,??? ????? ??,???? ????? ????.
SR,731,??? ????? ??,???? ?????? ????.
SR,732,? ?? ???,?? ??? ?? ???
SR,733,? ?? ???,?? ??? ?? ???
SR,734,??? ?? ????,?? ??? ??? ???????
SR,735,??? ? ????,?? ??? ?? ???????
SR,736,??? ? ????,?? ??? ?? ?????.
SR,737,?? ??,??? ?????.
SR,738,?? ??? ??,??? ?????.
SR,739,?? ???? ??,??? ?????.
SR,740,?? ???? 119 ???? ??,"??? ??? ??? ???, 119 ? ???? ? ????"
SR,741,?? ????,??? ??? ??? ???.
SR,742,?? ????,??? ??? ??? ???.
SR,743,? ? ?? ? ?? ?? ???,?? ?? ??? ??? ?? ??
SR,744,?? ? ?? ?? ??,? ?? ??? ??
SR,745,?? ???? ?? ????,??? ?? ??? ???????
SR,746,?? ???? ?? ?? ???,??? ?? ??? ?? ????.
SR,747,?? ???,?? ??? ?????.
SR,748,?? ?? ?,???? ?????.
SR,749,??  ??  ??  ?,??? ???? ??????
SR,750,??  ??  ?  ??,??? ???? ??????
SR,751,??  ??  ??,??? ???? ??????
SR,752,??  ??  ?,??? ???? ??????
SR,753,?? ??? ? ?? ???,?? ???? ???? ?? ????. ?? ???? ?????.
SR,754,?? ??? ? ?? ???,?? ???? ???? ??? ????. ??? ???? ?????.
SR,755,?? ??? ? ?? ???,?? ???? ???? ???? ????. ???? ???? ?????.
SR,756,?? ?? ??,???? ????
SR,757,?? ?? ??,???? ????
SR,758,??? ? ????,??? ???? ??? ????????
SR,759,??? ? ????,??? ???? ??? ????????
SR,760,??? ? ????,??? ???? ??? ????????
SR,761,??? ? ??,??? ??? ????
SR,762,??? ? ??,??? ??? ????.
SR,763,??? ? ? ?? ???,??? ? ???? ??? ?????.
SR,764,??? ? ? ??? ????,??? ? ??? ???? ??????.
SR,765,??? ? ? ??? ????,??? ? ??? ????? ??????.
SR,766,??? ? ? ??? ????,??? ? ??? ?????? ??????.
SR,767,? ? ????,?? ?? ????? ??.
SR,768,? ? ????,?? ?? ????? ??.
SR,769,? ??? ??,?? ?? ??
SR,770,? ??? ??,?? ?? ??
SR,771,? ?? ????,?? ??? ?????.
SR,772,? ?? ????,?? ??? ??? ?????.
SR,773,? ? ??? ?? ??,? ??? ???? ???????.
SR,774,?? ?? ? ?? ,??? ?? ??? ????.
SR,775,?? ??? ???,??? ?? ? ?? ? ???.
SR,776,?? ?? ?? ? ?? ??? ?? ??,??? ??? ??? ??? ???? ?? ????.
SR,777,?? ???? ?? ? ???,??? ???? ?? ???
SR,778,?? ??? ?,??? ???
SR,779,?? ?? ?? ??,???? ?? ?? ? ??
SR,780,???  ??  ??  ?,??? ??? ?? ??? ??????
SR,781,???  ??  ?  ??,??? ??? ?? ??? ??????
SR,782,???  ??  ??,??? ??? ?? ??? ??????
SR,783,???  ??  ?,??? ??? ?? ??? ??????
SR,784,???  ??  ??  ?,??? ??? ?? ??? ??????
SR,785,???  ??  ?  ??,??? ??? ?? ??? ??????
SR,786,???  ??  ??,??? ??? ?? ??? ??????
SR,787,???  ??  ?,??? ??? ?? ??? ??????
SR,788,?? ? ??,?? ??? ????
SR,789,?? ? ??,?? ??? ????
SR,790,?? ? ? ?? ????,????? ??? ?????.
SR,791,?? ? ? ??,????? ??? ?????.
SR,792,?? ? ?? ???,????? ??? ?????.
SR,793,?? ? ?? ????,????? ??? ?????.
SR,794,?? ? ?? ?,????? ??? ?????.
SR,795,?? ? ?? ?? ???,????? ??? ?????.
SR,796,?? ? ?? ?? ????,????? ??? ?????.
SR,797,?? ? ?? ? ???,????? ??? ?????.
SR,798,?? ? ?? ? ????,????? ??? ?????.
SR,799,?? ? ?? ? ?? ???,????? ??? ?????.
SR,800,?? ? ?? ? ?? ????,????? ??? ?????.
SR,801,?? ? ? ?? ????,????? ??? ?????.
SR,802,?? ? ? ??,????? ??? ?????.
SR,803,?? ? ?? ???,????? ??? ?????.
SR,804,?? ? ?? ????,????? ??? ?????.
SR,805,?? ? ?? ?,????? ??? ?????.
SR,806,?? ? ?? ?? ???,????? ??? ?????.
SR,807,?? ? ?? ?? ????,????? ??? ?????.
SR,808,?? ? ?? ? ???,????? ??? ?????.
SR,809,?? ? ?? ? ????,????? ??? ?????.
SR,810,?? ? ?? ? ?? ???,????? ??? ?????.
SR,811,?? ? ?? ? ?? ????,????? ??? ?????.
SR,812,?? ? ? ?? ????,????? ??? ?????.
SR,813,?? ? ? ??,????? ??? ?????.
SR,814,?? ? ?? ???,????? ??? ?????.
SR,815,?? ? ?? ????,????? ??? ?????.
SR,816,?? ? ?? ?,????? ??? ?????.
SR,817,?? ? ?? ?? ???,????? ??? ?????.
SR,818,?? ? ?? ?? ????,????? ??? ?????.
SR,819,?? ? ?? ? ???,????? ??? ?????.
SR,820,?? ? ?? ? ????,????? ??? ?????.
SR,821,?? ? ?? ? ?? ???,????? ??? ?????.
SR,822,?? ? ?? ? ?? ????,????? ??? ?????.
SR,823,?? ? ??,?? ???? ??????.
SR,824,?? ??,?? ???? ??????
SR,825,?? ?? ??,?? ???? ??????
SR,826,?? ?? ?,?? ???? ??????
SR,827,?? ? ?,?? ???? ??????
SR,828,?? ? ??,?? ???? ??????
SR,829,?? ? ??,?? ???? ??????
SR,830,? ?? ????,? ??? ??? ????
SR,831,???  ??  ???2  ??  ?  ?,??? ?? ?? ???? ???? ??? ??? ????
SR,832,???  ?  ???  ??  ??  ???  ??,???? ?? ???? ??? ??? ? ????
SR,833,???  ??  ??  ???  ?  ???  ??,???? ?? ???? ??? ??? ? ????
SR,834,???  ?  ???  ??  ??  ???  ??,??? ?? ???? ??? ??? ? ????
SR,835,???  ??  ??  ???  ?  ???  ??,??? ?? ???? ??? ??? ? ????
SR,836,???  ?  ???  ??  ??  ???  ??,????? ?? ???? ??? ??? ? ????
SR,837,???  ??  ??  ???  ?  ???  ??,????? ?? ???? ??? ??? ? ????
SR,838,???  ??  ??  ?  ???  ??,???? ?? ???? ?? ???? ?? ? ????
SR,839,???  ??  ??  ?  ???  ??,??? ?? ???? ?? ???? ?? ? ????
SR,840,???  ??  ??  ?  ???  ??,????? ?? ???? ?? ???? ?? ? ????
SR,841,?? ? ??,??? ????
SR,842,?? ? ??,??? ???.
SR,843,?,??????
SR,844,?,?????.
SR,845,?? ?? ?? ?? ??,?? ??? ??? ?? ????
SR,846,? ? ?? ?? ??? ? ?? ???,?? ??? ???? ??? ??? ???
SR,847,? ? ?? ?? ??? ? ?? ???,?? ??? ???? ??? ??? ???
SR,848,?? ? ? ???,??? ?? ??? ?? ??? ???.
SR,849,?? ? ? ???,??? ?? ??? ?? ??? ???.
SR,850,??? ?? ??,??? ??? ???????
SR,851,??? ?? ??,???? ??? ???????
SR,852,??? ??,??? ?????.
SR,853,??? ??,???? ?????.
SR,854,??? ?????,???? ???????.
SR,855,??? ?? ?????,???? ???????.
SR,856,??? ??,???? ???????.
SR,857,??? ?? ??,???? ???????.
SR,858,??? ?? ??,???? ???????.
SR,859,??? ???? ??,???? ???????.
SR,860,??? ????? ??,???? ???????.
SR,861,??? ?? ?????,???? ???????.
SR,862,??? ?????,????? ???????.
SR,863,??? ?? ?????,????? ???????.
SR,864,??? ??,????? ???????.
SR,865,??? ?? ??,????? ???????.
SR,866,??? ?? ??,????? ???????.
SR,867,??? ???? ??,????? ???????.
SR,868,??? ????? ??,????? ???????.
SR,869,??? ?? ?????,????? ???????.
SR,870,??? ?????,?????? ???????.
SR,871,??? ?? ?????,?????? ???????.
SR,872,??? ??,?????? ???????.
SR,873,??? ?? ??,?????? ???????.
SR,874,??? ?? ??,?????? ???????.
SR,875,??? ???? ??,?????? ???????.
SR,876,??? ????? ??,?????? ???????.
SR,877,??? ?? ?????,?????? ???????.
SR,878,???  ??  ??  ?,???? ??? ? ?? ?? ??????
SR,879,???  ??  ?  ??,???? ??? ? ?? ?? ??????
SR,880,???  ??  ??,???? ??? ? ?? ?? ??????
SR,881,???  ??  ?,???? ??? ? ?? ?? ??????
SR,882,???  ??  ??  ?,????? ??? ? ?? ?? ??????
SR,883,???  ??  ?  ??,????? ??? ? ?? ?? ??????
SR,884,???  ??  ??,????? ??? ? ?? ?? ??????
SR,885,???  ??  ?,????? ??? ? ?? ?? ??????
SR,886,???  ??  ??  ?,?????? ??? ? ?? ?? ??????
SR,887,???  ??  ?  ??,?????? ??? ? ?? ?? ??????
SR,888,???  ??  ??,?????? ??? ? ?? ?? ??????
SR,889,???  ??  ?,?????? ??? ? ?? ?? ??????
SR,890,???  ??  ??  ?,???? ??? ? ?? ??? ??????
SR,891,???  ??  ?  ??,???? ??? ? ?? ??? ??????
SR,892,???  ??  ??,???? ??? ? ?? ??? ??????
SR,893,???  ??  ?,???? ??? ? ?? ??? ??????
SR,894,???  ??  ??  ?,???? ??? ? ?? ??? ??????
SR,895,???  ??  ?  ??,???? ??? ? ?? ??? ??????
SR,896,???  ??  ??,???? ??? ? ?? ??? ??????
SR,897,???  ??  ?,???? ??? ? ?? ??? ??????
SR,898,?? ? ??? ?? ?? ?? ??,??? ????? ??? ??? ??
SR,899,??? ?? ?,?? ?? ?? ??? ???
SP,1,?? 10? ?,10? ?? ??? ????
SP,2,?? 10? ?,10? ??? ??????.
SP,3,?? 10?,10? ?? ??? ????
SP,4,?? 10?,10? ?? ?????.
SP,5,112 ?? ??,112? ?????.
SP,6,119 ??? ??? ??? ??,119 ???? ??????.
SP,7,??? ? 12 ??,??? 12????
SP,8,??? ? 12,??? 12???.
SP,9,??? ?? 12 ??,12? ??? ??????
SP,10,??? ? 1 ??,??? 1????
SP,11,??? ? ?? 1,1? ??????.
SP,12,1?? ???? ?? ???,??? ????? ? ??????
SP,13,?? 1?? ?,? ?? ?? ??? ????
SP,14,?? 1?? ?,1?? ??? ?????.
SP,15,?? 1?,1?? ??????
SP,16,?? 1?,1?? ????.
SP,17,1? ?? ??,1??? ? ??? ? ?????
SP,18,1? ???? ?? ??,???? 1???? ??????
SP,19,1? ????,1??? ?????.
SP,20,1? ????,1??? ?????????
SP,21,1? ? ??,1??? ??? ????
SP,22,?? 1? ??,??? ??? ??? ? ?????
SP,23,2016 ??? ? ??,"2016?, ??? ?????"
SP,24,3 ?? ?? ??,3? ??? ???? ??? ?? ????
SP,25,3 ?? ??? ?? ??,3? ??? ???? ??? ?? ????
SP,26,3 ?? ?? ??,3? ??? ???? ??? ?? ????
SP,27,3 ?? ? ??,3? ??? ???? ??? ?? ????
SP,28,3 ?? ??? ? ??,3? ??? ???? ??? ?? ????
SP,29,3 ?? ? ??,3? ??? ???? ??? ?? ????
SP,30,3 ? ? ??,3? ??? ???? ??? ?? ????
SP,31,3 ?? ? ??,3? ??? ???? ??? ?? ????
SP,32,3 ?? ? ??,3? ??? ???? ??? ?? ????
SP,33,3 ?? ??? ? ??,3? ??? ???? ??? ?? ????
SP,34,3 ?? ? ??,3? ??? ???? ??? ?? ????
SP,35,3 ? ? ??,3? ??? ???? ??? ?? ????
SP,36,3 ?? ? ??,3? ??? ???? ??? ?? ????
SP,37,3 ?? ? ??,3? ??? ???? ??? ?? ????
SP,38,3 ?? ??? ? ??,3? ??? ???? ??? ?? ????
SP,39,3 ?? ? ??,3? ??? ???? ??? ?? ????
SP,40,?? 3?,3?? ??????
SP,41,?? 40?,40? ?? ??????
SP,42,???? 5?,5? ????
SP,43,??? ? 8?,??? 8??? ?? ????.
SP,44,??? ? 9?,??? 9??? ?? ????.
SP,45,9? ???? ?? ??,??? 9???? ??????
SP,46,?? ?? ???,?? ?? ?? ????
SP,47,??  ??  ?  ??  ??,??? ?????? ??????.
SP,48,?? ?? -? ?? ?? ?? ?? ?? ???,???? ???? ??? ????
SP,49,??,??????
SP,50,??,?? ???.
SP,51,?? ?????,??? ??????.
SP,52,?? ?? ?????,??? ??????.
SP,53,?? ??,??? ??????.
SP,54,?? ?? ??,??? ??????.
SP,55,?? ?? ??,??? ??????.
SP,56,?? ???? ??,??? ??????.
SP,57,?? ????? ??,??? ??????.
SP,58,?? ?? ?????,??? ??????.
SP,59,?? ?? ???,?? ??? ?? ? ???.
SP,60,?? ?? ???,??? ?? ????.
SP,61,???  ?  ??  ???  ??,??? ??? ??? ? ????
SP,62,??  ???  ?  ???  ??,??? ??? ??? ? ????
SP,63,??  ?  ???  ??,??? ?? ???? ?? ? ?????
SP,64,?? ?? ?? ??? ???,??? ?? ? ??? ??? ??
SP,65,??  ???  ?  ??  ???,?? ??? ??? ????????.
SP,66,?? ?? ??,?? ?? ??? ??????
SP,67,?? ??,????
SP,68,??,????
SP,69,?????,?? ??.
SP,70,??,?? ??.
SP,71,?? ?? ?? ??? ???? ??,???? ??? ?? ???? ???? ????
SP,72,?? ???? ??,??? ??? ? ???.
SP,73,? ? ??? ???,?? ?? ?????.
SP,74,? ?? ???,?? ??? ???
SP,75,? ???? ??,?? ?????
SP,76,? ???,?? ???
SP,77,??? ? ??? ??,?? ????? ??? ??? ???.
SP,78,??? ? ??,?? ??? ??? ???.
SP,79,??? ??,??? ??
SP,80,?? ??? ? ? ?? ??,???? ???. ?? ????????.
SP,81,?? ???,??? ??
SP,82,???,????? ???????
SP,83,??? ???,????? ???????
SP,84,??? ????,????? ???????
SP,85,??? ???,????? ???????
SP,86,??? ???,????? ???????
SP,87,??? ??? ???,????? ???????
SP,88,??? ???? ???,????? ???????
SP,89,???,????? ?????.
SP,90,??? ???,????? ?????.
SP,91,??? ????,????? ?????.
SP,92,??? ???,????? ?????.
SP,93,??? ???,????? ?????.
SP,94,??? ??? ???,????? ?????.
SP,95,??? ???? ???,????? ?????.
SP,96,?? ???,?? ??
SP,97,?? ? ? ?? ????,??? ??? ?? ??
SP,98,?? ?? ?? ????,??? ???? ?? ?????
SP,99,?? ?? ??,??? ??? ??????
SP,100,?? ?? ? ?? ???,??? ??? ??????
SP,101,?? ?? ? ?? ????,??? ??? ??????
SP,102,?? ?? ? ??,??? ??? ??????
SP,103,?? ?? ? ?? ?? ???,??? ??? ??????
SP,104,?? ?? ? ?? ?? ????,??? ??? ??????
SP,105,?? ? ?? ??,???? ??? ???? ????.
SP,106,?? ?? ? ?? ???,???? ??? ???? ????.
SP,107,?? ?? ? ?? ????,???? ??? ???? ????.
SP,108,?? ?? ? ??,???? ??? ???? ????.
SP,109,?? ?? ? ?? ?? ???,???? ??? ???? ????.
SP,110,?? ?? ? ?? ?? ????,???? ??? ???? ????.
SP,111,?? ????,??? ???
SP,112,?? ???,??? ?????
SP,113,?? ??,??? ??? ?????
SP,114,?? ?,??? ??? ?????
SP,115,?? ? ??,??? ??? ?????
SP,116,?? ??,??? ??? ?????
SP,117,?? ?? ?,??? ??? ?????
SP,118,?? ??,??? ??? ?????
SP,119,? ?? ????,??? ???????.
SP,120,?? ?? ??,????? ???? ? ????
SP,121,?? ?? ??,????? ?????
SP,122,?? ???,??? ???
SP,123,?? ?? ?? ???,??? ???? ???????
SP,124,?? ? ? ?? ??,??? ?? ????
SP,125,?? ?? ??? ??? ?? ??,??? ??? ??? ?? ??? ??????.
SP,126,?? ???,???? ???? ???? ???.
SP,127,?? ??,????? ????.
SP,128,???? ??? ??? ???,?????? ?? ??? ???.
SP,129,?? ??? 9? ????,????????? 9???? ????? ???.
SP,130,?? ??? 9? ???? ??,????????? 9???? ????? ??? ????
SP,131,?? ?? ? ????,???? ??????.
SP,132,??? ????,???? ??? ?????.
SP,133,??? ???,???? ??? ?????.
SP,134,?? ??,???? ??? ????
SP,135,?? ?? ??,???? ??? ????
SP,136,?? ?? ?,???? ??? ????
SP,137,?? ?,???? ??? ????
SP,138,?? ??,???? ??? ????
SP,139,?? ?? ??,???? ??? ????
SP,140,???  ?  ???  ???  ??,???? ??? ??? ? ?????
SP,141,???  ???  ?  ???  ??,???? ??? ??? ? ?????
SP,142,???  ?  ???  ??,???? ?????? ?? ? ????
SP,143,????? ?? ??? ??,?????? ???? ????.
SP,144,????? ?? ??,?????? ???? ????.
SP,145,????? ??? ??,?????? ???? ????.
SP,146,????? ? ??? ??,?????? ???? ????.
SP,147,????? ?? ??? ??,?????? ???? ????.
SP,148,????? ?? ??? ??,?????? ???? ????.
SP,149,????? ?? ??,?????? ???? ????.
SP,150,????? ??? ??,?????? ???? ????.
SP,151,????? ? ??? ??,?????? ???? ????.
SP,152,?? ?? ?? ??,??? ?? ???
