gloss,spoken
아기  기저귀  바꾸다2  어디,기저귀 교환대는 어디에 있나요?
버스  어디,시내버스 정류장이 어디인가요?
목을 자르는 동작 숨 찾다 실종,목숨을 잃어버리셨나요?
몸 움직이다 몸 마르다 가능,몸뚱이을 자주 움직여야 살이 빠진다
자판기 불량,자판기가 안되나요?
여행  정보  묻다  곳  그 곳,관광안내소는 저기에 있습니까?
여자 위 여자 잔소리 듣다 짜증,언니한테 잔소리를 들었더니 짜증나
문 일 끼다,문에 일이 끼었어요.
바람 저기 다음 도착 내리다,바람 지나서 내려드릴까요?
트렁크열다 물건 나르다,제 짐을 트렁크에 넣는 것을 도와주세요.
생명 몸 불량 잘 안되다,생체 인식이 안되나요?
전기 힘 곳 가다,김포전력으로 갈까요?
아파트 저기,아파트 단지 안으로 가주세요.
기억 찾다 실종,기억을 잃어버렸습니다.
아이 데려가다 걷다,아이를 데리고 산책하다
저기 방 안에 사람 0 하나도 없다,저방에 사람이 없어
스케이트  비행기  안  가지다  가능,스케이트를 기내에 반입할 수 있나요?
손 돈 주다,팁을 주세요.
불편하다 같다 신고,불편한 점이 같으시면 민원을 넣으세요.
세금  공짜  인터넷  신고  받아오다  이것 곳  곳,면세품 인도장은 이곳에 있습니까?
빛 사라지다 실종,빛을 잃어버렸습니다.
나무 빽빽하다 저기 곳 다음 도착 내리다,숲 지나서 내려드릴까요?
소매 날다 잃어버리다 실종,날개를 잃어버렸습니다.
물건  잃어버리다  검사  두다  여기  곳,유실물 센터는 여기에 있습니까?
집 T 승용차 거리 1시간,집까지 택시를 타면 1시간이다
나무 빽빽하다 다음,숲 지나서 내려드릴까요?
천지 모두 곳,우주로 가주세요.
서울역 오르다 목적 지하철 번호,서울역에 오르려면 몇 호선을 타야하나요?
여기 서울 지하철,서울역입니다.
안녕하세요,안녕하세요.
캐리어  눈 나타나 보임  어디  곳,캐리어 표를 재는 곳은 어디인가요?
살다 중에 사람 먹다 안되다,살아갈때 쉽게 먹으면 안돼
심장 흔들리다,심장이 흔들려요.
오늘 괜찮다 ?,오늘은 괜찮아?
돈주다 다행,다행인가요?
열쇠 찾다 실종,열쇠를 잃어버리셨나요?
도착 위치 알려받다,도착 위치 좀 알려주세요.
택시 돈 되다,현금도 되나요?
부모 나 함께 살다 -중,부모님과 함께 살고 있다
불행 했었다 미래 잊다 살다 노력,불행했던 미래는 잊고 살려한다
고속 돈주다,고속도로 통행료를 내야 합니다.
착하다 사람 목소리 더 무섭다,온순한 사람이 목소리를 내면 더 무섭다
일 곳 잃어버리다 실종,일자리를 잃어버렸습니다.
항공  목욕  어디  곳,공항의 샤워 시설은 어디에 있습니까?
차  빌리다  어디  곳,어디에서 렌터카를 빌릴 수 있나요?
서대문농아인복지관 가다,서대문농아인복지관으로 가주세요.
항공  짐  맡기다  곳  기 들어 올리는 것을 나타내는 동작,수하물보관소가 거기에 있습니까?
학교 찾다 가다 방법,학교로 가려면 어떻게 가나요?
진짜 부탁,진심으로 부탁해
불 차 트렁크열다 나르다,트렁크에 불을 넣을까요?
쉬다 날 -때 쉬다 원하다,휴일에 쉬고 싶어
지하철 단말기터치 안되다,교통카드가 안 찍히나요?
바람 곳 다음 내리다,바람 지나서 내려드릴까요?
몸 힘들다 세상 편하다,몸은 힘들지만 세상을 편하다
몸 저기 곳,몸 안으로 들어갈까요?
일 힘들다 마음 편하다,일은 힘들지만 마음을 편하다
지방  버스  기 들어 올리는 것을 나타내는 동작  곳,시외버스 승강장은 거기에 있습니까?
아빠 딸 스페인 보내다 위하여 일 열심히,아버지는 딸을 스페인으로 유학 보내기 위해 열심히 일했다
아버지 키우다 했었다 소 팔다 죽은 사람을 나타내는 동작 둥글게 덮는 동작 아들 보내다,아버지는 키우던 소를 팔아 아들을 무덤에 보냈다
움직이다 빠르다,빨리 움직여
경찰 저기 곳 다음 내리다,경찰서 지나서 내려주세요.
차 주차 되다,차에 주차할 수 있나요?
단말기터치 사용 불가능 고장,카드 인식이 안되네요.
119 곳 저기 다음 도착 내리다,소방서 지나서 내려드릴까요?
도깨비  깊다 지하 오케이,지옥으로 가주세요.
몸 저기 가다,몸 안으로 들어갈까요?
아기  말  바꾸다2  곳  어디,말 갈이대는 어디에 있습니까?
나쁘다 일 치료하다,나쁜 일을 고치다
지하철 철로 물건 떨어지다,선로에 물건을 떨어뜨렸습니다.
오늘 사랑 깨지다 위로 부탁,오늘 헤어졌어요 위로해주세요
지하철 시간 안내하다,지하철 갈아타는 시간으로 안내해드릴까요?
살다 중에 사람 잃다 안되다,살아갈때 쉽게 잃으면 안돼
육교 곳 다음 도착 차내리다,육교 지나서 내려드릴까요?
다시  수어  부탁,다시 수화를 부탁드립니다.
착하다 동물 남성 화 더 무섭다,온순한 수컷이 화를 내면 더 무섭다
주차  2번  누구  곳,제2 주차장은 누구에 있습니까?
딸 유치원 찾다 -중,딸이 유치원을 찾고 있어
공항 버스 곳 전 보다 도착 차내리다,공항버스정류장 못가서 내려주세요.
여자 사람 좋다 돌보다 노력,그 여자는 사람이 좋으니깐 친절히 돌봐줄거야
보다 어디 ?,어디서 보아
너 뱀 무섭다,너는 뱀이 무섭다
분당 첫차 시간,분당선의 첫 열차는 몇 시입니까?
비행기  안  강아지  가지다  가능,반려견을 동반할 수 있나요?
칭찬 듣다 기분 좋다,칭찬을 들으면 기분이 좋다
둘 정말 힘 원인 헤어지다,두 사람은 실력차이로 헤어졌다
핸드폰  거래  곳  어디,휴대폰을 거래할 수 있는 곳이 어디입니까?
강남 들어가다 목적 지하철 갈아타다 몇호,강남역으로 들어가려면 몇호선으로 갈아타야 하나요?
밖 빛 경찰 부르다 부탁,밖에 빛이 났어요. 경찰을 불러주세요.
나무 빽빽하다 다음 저기 곳 저기,숲 지나서 내려주세요.
하나 다음 도착,목적지는 다음 역입니다.
캐리어  무게  수단 정하다,캐리어 무게를 재는 법은 어디인가요?
중앙 전 저기 곳 저기,중앙정류장 못가서 내려주세요.
매우 밭 가다 내리다,대전대학교로 갈까요?
간 곳 다음 보다 도착 내리다,간 지나서 내려주세요.
오래 동안 -때 쉬다 원하다,오랜만에 쉬고 싶어
구름 곳 다음 여기,구름 지나서 내려드릴까요?
이익 손해 고장 죽다,이해가 안되네요.
자판기 고장 죽다,자판기가 안되네요.
군인 나라 지키다 위하다 책임 맡기다,군인들은 책임을 다해 조국을 지켰다
키 작다 몸 모양 세다,키는 작아도 체격은 세다
걱정,걱정도 됩니다.
불행 죽음 만나다,불행한 죽음을 당하다
눈 여드름 나다,눈에 여드름이 났다
중 사이 곳 저기 다음 곳,중간정류장 지나서 내려주세요.
이제 버리다,이제 버리자
음성 작다 안들리다,목소리가 작아서 잘 안들린다
몸 안 도착,몸 안으로 들어갈까요?
약  어디,약국은 어디에 있습니까?
자유 잃어버리다 실종,자유를 잃어버렸습니다.
공기청정기 안되다 고장,공기청정기가 작동하지 않습니다.
자기 몸 자연히 저기 곳 다음,혼자서 지나서 내려주세요.
밖 싸움 집 주인 부르다 부탁,밖에 싸움이 났어요. 주인을 불러주세요.
소문 숨다 하지마,소문을 숨지마
나 가족 행복 살다,우리 가족은 행복하게 살고 있다
물건  검사  두다  여기,코인로커가 여기에 있습니까?
시간 있다,시간이 있으세요?
은행  곳,은행은 어디에 있습니까?
개 집 주인 지키다 유명하다,개는 주인을 잘 지키는 동물로 알려져 있다
정차 곳 저기 다음 도착 내리다,정차정류장 지나서 내려주세요.
잊다 살피다 일,잊어서 감사해
문제 낳다 오다,문제를 낳을것 같아요.
태어나다 반갑다,태어나서 반가워
비행기  수리  가능,비행기를 수리 할 수 있을까요?
여기 신촌 지하철,신촌역입니다.
주차  1번  어느 시간  곳,제1 주차장은 언제에 있습니까?
다리 실종 찾다 도움받다,다리를 잃어버렸습니다. 도와주세요.
밤 12시 후 돈 추가,심야 할증 요금이 적용됩니다.
다르다  나라  한국  안  이륙  어디,국제선 출국장은 어디에 있습니까?
대나무 이용 떡 만들다 먹다 끝,대나무로 떡을 만들어 먹었다
택시  무엇,택시 승강장은 무엇에 있습니까?
성 고장 사용 안되다,성 인식이 안되나요?
자유 못하다 가두다 답답하다,자유롭지 못해 답답하다
지갑 실종 잃어버리다,지갑을 잃어버렸습니다.
물건  검사  두다  그 곳,코인로커가 그곳에 있습니까?
아이 없다 잃어버리다,아이를 잃어버렸습니다.
지금 까지 놀다 오늘 일 부탁,그 동안 놀았으니 다시 일을 부탁해야겠다
마음 춥다 따뜻하다 입다 가다,마음이 추우니 따뜻하게 입고 가
도움 불량 잘 안되다,도움이 안되나요?
걷다 빠르다,걸음이 빠르다
2016 새롭다 날 준비,"2016년, 새해가 준비된다"
허리 아프다,허리가 아프세요?
깨끗하다,깨끗하다
에어컨 고장 잘 안되다,에어컨이 안되네요.
신 심하다,신이 쎄다
구경 여행 가다,관광 단지 안으로 가주세요.
지금 카드 설명 가능,지금 카드를 설명할 수 있나요?
방학 식 심심하다,방학이 식했는데 심심하다
카드 실종 잃어버리다,카드를 분실하셨나요?
사람 무엇 곳,사람은 어디에 있나요?
핸드폰  수리  곳  어디,휴대폰을 수리할 수 있는 곳이 어디입니까?
무엇 점 나다 맞다,무슨 점이 생긴건 아니야
제일 쉽다 무엇 공부,공부가 가장 쉬웠어요
맞다 더럽다,아 진짜 더러워
시장 가다 차내리다,김포시장으로 갈까요?
버섯 먹다 위하다 일본 가다,버섯을 먹기 위해 일본에 갔다
생각 사라지다 가다 내리다,의외로 갈까요?
성격 동생 돌보다 모습 어른 같다,그 성격은 조숙해서 동생을 돌보는 품이 어른같다
소문 듣다 중에,소문을 듣고 있어
물 강 빠르다 서다 넘어지다 ,내 친구는 급류에 휩쓸려 갔다.
지름길 차내리다 가다,지름길로 가주세요.
물건  잃어버리다  검사  두다  어디  곳,유실물 센터는 어디에 있습니까?
차  빌리다  방법,렌터카는 어떻게 이용하나요?
옷  포장  곳,옷을 포장해서 붙이고 싶은데 어디서 하나요?
인간 지키다 필요,인간을 지켜야 한다
의견 있다,의견이 있습니다.
어느 시간 1호 되다,언제서 1호선을 탈 수 있나요?
아이 실종 찾다 도움받다,어린애를 잃어버렸습니다. 도와주세요.
몸 괜찮다 ?,몸은 괜찮아?
종로 곳 가다 방법,종로로 가려면 어떻게 가나요?
버스 곳 저기 다음 도착 내리다,버스승차장 지나서 내려주세요.
항공  가다  검사  곳,어디에서 체크인할 수 있나요?
볼펜 지니다 중에,볼펜을 지니고 있어
엔진 없다 실종,엔진을 분실하였습니다.
학생 맡다 무엇 마음을 나타내는 동작 정하다,학생은 각오를 해야한다
버튼 실종 잃어버리다,버튼을 분실하였습니다.
종로 곳 가다 방법 무엇,종로로 가려면 어떻게 가나요?
성격 성격 다르다,성격도 성격이 다르다
서울 지하철 정기권 사다 원하다,서울 내 지역 정기승차권을 사고 싶습니다.
택시 지폐의 흔들림을 나타내는 동작 돈 만원,현금 요금은 만원입니다.
코 만나다 예의 말하다 필요,코 앞에선 예의있게 말해야 한다
기차 곳 많다 혼자 불가능,이 많은 역을 혼자서 맡는건 불가능해
천지 모두 목적,우주로 가주세요.
사랑 춥다 나오다 하지마 집 계시다,사랑은 추우니 나오지 말고 집에 있어
포기 사람 크다 그렇지만 참다 필요,포기하고 싶은 사람이 크지만 참아야 한다
ㅈ 세계 길 곳,지구는 어디에 있나요?
조금 부상 도착,경상대학교로 가주세요.
쌍둥이 낳다 그렇다면 병 고생 더 2배,쌍둥이를 낳으면 병과 고생은 두배이다
생각,생각이 달라 많이 싸웠어
비행기  이용  가능,비행기를 이용 할 수 있을까요?
핸드폰 실종,핸드폰을 분실하셨나요?
주차  2번  이것 곳  곳,제2 주차장은 이곳에 있습니까?
나사렛 전 도착 내리다,나사렛대학교 못가서 내려주세요.
단추 위쪼이다 아프다,단추가 꼬이듯 아픕니다.
어지럽다 서다 불가능 돌아서다,어지러워서 서있을 수 없어요.
자동  문열다  출입  싶다  신고  곳  나,자동출입신고를 하려고 하는데 나서 하나요?
항공  배달  어디  시간,공항 내 택배를 보낼 수 있는 시간이 어디입니까?
제주  항공  장소  가다  방법,제주공항으로 어떻게 가나요?
친하다 애인 가능,친한 친구가 연인이 될 수 있다
